"Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","Cloud5pm","RainTomorrow"
"Canberra",3.7,15.6,0,"ENE",NA,NA,84,7,1020.4,"SSE","NNW",1.4,"No"
"Albury",21,34.5,NA,"N",78,"No",48,NA,1012.2,NA,"WNW",NA,"Yes"
"Sale",11.4,NA,1,"NW",72,NA,NA,2,994,NA,"NW",0.4,"No"
"NorfolkIsland",18,21.4,0.8,"W",54,"No",91,8,1018.4,"WSW","SW",1.6,"No"
"Sydney",NA,20.8,3,"W",37,"Yes",67,1,1021.1,"W","ESE",0.2,"No"
"AliceSprings",14,NA,0,"N",43,"No",31,8,1017.3,"E","NNE",1.6,"No"
"MelbourneAirport",NA,37.5,0,"WNW",50,"No",26,4,NA,"N","SE",0.8,"No"
"Sydney",19.5,26.6,0,"WSW",91,"No",64,4,1013,"NNW","NE",0.8,"Yes"
"Cairns",22.9,30.4,0,"SE",43,"No",75,6,1016.2,NA,"SSE",1.2,"Yes"
NA,9.7,17.5,NA,NA,33,"No",57,6,1022.3,"NNE",NA,1.2,"No"
"AliceSprings",9.3,19.4,0,"ENE",31,"No",47,7,1022.4,"ENE","SSE",1.4,"No"
"CoffsHarbour",NA,17.7,0,"S",NA,"No",48,6,NA,"SW","SE",1.2,"No"
"Mildura",2.4,17,0,"NNE",43,"No",NA,6,1025.5,"NNE","NNE",1.2,"No"
"Perth",12.4,25.2,0,"ENE",33,"No",60,0,NA,"E",NA,0,"No"
"MountGambier",4.5,14,0,"N",31,NA,69,7,1020.4,"N","NNW",1.4,"No"
"Ballarat",2.6,12.2,3.8,NA,41,"Yes",86,4,NA,"WSW","W",0.8,"No"
"Melbourne",15.4,27.1,0.2,"S",24,"No",78,8,1017.1,"N","SSE",1.6,"No"
"NorfolkIsland",22.3,25.2,5.2,"WNW",NA,"Yes",92,8,1004.4,"NNE",NA,1.6,"Yes"
"Sale",2.2,16,0,"E",NA,"No",65,1,1017.8,"N","E",0.2,"No"
"WaggaWagga",20,29.9,0,"NE",33,"No",NA,NA,1020.1,"E","SSE",NA,"Yes"
"Williamtown",21.7,29.8,0,"WNW",54,"No",47,8,1011.9,"WNW","WNW",1.6,"No"
NA,10.8,21.2,0,"N",NA,NA,53,4,1021.7,"N","NNE",0.8,"No"
"Darwin",25.1,31.8,NA,"SE",54,"Yes",73,6,NA,"SE","ESE",1.2,"Yes"
"PearceRAAF",11.1,36.4,0,"WSW",NA,"No",NA,1,1021.5,"NNE","WSW",0.2,"No"
"Cairns",19.4,27.9,0,"NE",33,"No",68,2,1017,"SE","NNE",0.4,"No"
"Cairns",21,26,NA,"S",54,"Yes",NA,8,1015.2,NA,"SSE",1.6,"Yes"
"Cairns",16.6,27.4,0,"SSE",52,"No",61,3,1019.5,"SSE","SSE",0.6,"No"
"Canberra",19.3,35.7,NA,"SW",48,"No",52,8,1011.4,"NNW","WSW",1.6,"No"
"AliceSprings",12.3,32.1,NA,"SE",43,"No",24,0,1012.2,"SSE","ESE",0,"No"
NA,13,26.8,NA,"WSW",50,"Yes",NA,1,1011.7,"SW","WNW",0.2,"No"
"Sydney",11.7,16.1,6.6,NA,24,"Yes",83,7,1036.8,NA,"N",1.4,"No"
NA,7.1,23.2,0.6,"NNE",56,"No",68,6,1011.4,"NE",NA,1.2,"Yes"
"PerthAirport",6.2,23.6,0,"WSW",39,NA,61,NA,1023.1,"ESE",NA,NA,"No"
NA,NA,NA,0,NA,37,"No",73,1,1021.6,"SSW","ENE",0.2,"No"
"MelbourneAirport",9.2,13.8,13.4,"SW",46,NA,76,8,1016.7,"SW",NA,1.6,"Yes"
"Watsonia",5.7,NA,NA,"N",65,"Yes",99,8,1013.2,NA,NA,1.6,"No"
NA,1.8,21.8,NA,"SSW",48,"No",NA,3,1027.3,"E","S",0.6,"No"
"Cairns",19,25.6,1.8,"SSE",48,"Yes",65,2,1022.2,NA,NA,0.4,"No"
"Canberra",14.4,24.1,3.4,"E",46,"Yes",85,7,1014.9,"SE",NA,1.4,"Yes"
"AliceSprings",NA,38.8,0,"N",41,"No",19,1,1014.1,"NE","WNW",0.2,"No"
"Brisbane",20.9,NA,0,"SE",43,"No",59,3,1015.2,"SSE","SE",0.6,"No"
"SydneyAirport",7.4,16.8,0,"W",57,"No",40,NA,1013.7,"WSW","W",NA,"No"
"Mildura",NA,15,1.4,"SSW",31,"Yes",89,0,1023.4,NA,"SSW",0,"No"
NA,NA,32.2,0,"SSE",46,"No",57,0,1017.6,"SSE",NA,0,"No"
"Watsonia",6.8,25.8,0.2,"ESE",19,"No",90,2,1022.8,"NE","SE",0.4,"No"
"PearceRAAF",20.8,34.7,0,"E",56,"No",44,NA,1013.7,"E","ESE",NA,"Yes"
"Sydney",12.1,21.7,0,"ENE",44,"No",59,6,1025.1,NA,"E",1.2,"No"
"Watsonia",9.9,16.7,1.4,"SSW",37,"Yes",69,5,1016.6,"SW",NA,1,"Yes"
NA,9.3,19.8,0,"NE",26,"No",53,2,1027.3,"ESE","ENE",0.4,"No"
"Cairns",25.1,33.1,11.4,NA,33,"Yes",82,6,1012.2,"NE","ESE",1.2,"No"
"Mildura",4.8,20.4,NA,"NE",20,"No",89,5,1030.5,"ENE","ENE",1,"No"
"Canberra",15.4,22,9,"W",67,"Yes",88,8,1009.1,"NNW","WNW",1.6,"Yes"
"Wollongong",NA,17.1,0,"S",46,"No",NA,8,1007.1,"S","SSE",1.6,"Yes"
"Brisbane",12.3,19.3,0,"SW",15,"No",63,NA,1020.7,NA,NA,NA,"Yes"
"Katherine",23.1,32.6,NA,"NW",44,"Yes",85,NA,1010.1,"NW","WNW",NA,"Yes"
"AliceSprings",21.8,28.9,0.4,"SE",48,"No",NA,7,NA,"SE","SE",1.4,"No"
"Perth",18.6,32.5,0,"E",28,"No",39,7,1012.4,"E","SSW",1.4,"No"
"PerthAirport",NA,31.4,0,NA,37,"No",57,1,1020.3,"E","SW",0.2,"No"
"Bendigo",NA,14.1,0,"SE",54,NA,72,NA,1024.4,"SSE","SSE",NA,"No"
"Perth",12.8,20.4,13.4,NA,NA,NA,92,6,1009,"NNE","N",1.2,"Yes"
"Ballarat",NA,20.9,3.2,"NNW",46,"Yes",66,3,1010.9,"NNW","NNW",0.6,"No"
"Katherine",25.2,37.5,0,"E",50,"No",NA,1,1014,"ESE","E",0.2,"No"
"Perth",9.7,20,0,"SW",22,NA,76,1,1021.7,"NE","S",0.2,"No"
"Canberra",13.9,NA,NA,"ENE",41,"No",76,7,1017.6,"E",NA,1.4,"No"
"PerthAirport",16.9,33.6,0,"ESE",56,"No",NA,1,1022.4,"E",NA,0.2,"No"
"Cobar",15.5,29.2,0,"NE",39,"No",54,1,1018.9,"E",NA,0.2,"No"
"Darwin",22.3,34.2,0,"WNW",31,"No",64,NA,1011,"S","WNW",NA,"No"
"PerthAirport",7.8,NA,0,"NE",30,"No",42,0,1024.6,"NE","NNE",0,"No"
"Nuriootpa",8.3,26.2,0,"SSE",35,"No",52,0,1023.7,"ENE","W",0,"No"
"Perth",19.2,34.8,0,"E",37,"No",58,7,1015.3,"E",NA,1.4,"No"
"Sydney",12.4,27.4,0,"NNE",35,"No",46,6,1016.6,"W","NE",1.2,"No"
"Sydney",21,NA,0,NA,39,"No",70,6,NA,"SSE","SE",1.2,"No"
"Woomera",8.9,20.5,0,"S",28,"No",66,1,1028,"ESE","SSE",0.2,"No"
"Sydney",13.8,22,0.2,"NW",59,NA,62,7,1006.8,"NNW","WNW",1.4,"No"
"MelbourneAirport",6.5,NA,0,"SSE",30,"No",57,7,1031.8,"SSE","S",1.4,"No"
"MelbourneAirport",9.7,27.3,0,"SE",NA,NA,74,7,1014.4,"NNE","SE",1.4,"No"
"Melbourne",8.4,23.8,0,"S",30,"No",61,1,1013,"SSE",NA,0.2,"Yes"
"Cairns",19.2,25.7,NA,"SSE",NA,"No",66,5,1019.3,"SSE","SE",1,"Yes"
"Ballarat",8.6,18.8,0,"ESE",41,"No",74,1,1026.5,NA,"SSE",0.2,"No"
"Sale",17.8,25.1,NA,"E",39,"No",93,NA,1011.3,"ESE","ESE",NA,"No"
"Katherine",19.6,32.9,0,"E",33,"No",68,2,1012.1,"ESE","ESE",0.4,"No"
"Sale",5.5,25.7,0,"NNW",87,"No",39,7,1002.2,"N","NNW",1.4,"No"
"Mildura",8.6,25.3,0,"SE",30,"No",41,1,1019.9,"SE","ESE",0.2,"No"
"Bendigo",NA,NA,0,"SSE",20,"No",82,7,1012.9,"SE","SE",1.4,"Yes"
"PerthAirport",18.8,31.3,0,"E",54,"No",NA,5,1019.6,NA,"ENE",1,"No"
"Perth",8.8,NA,0,"NE",46,"No",51,8,1023.6,"NE",NA,1.6,"Yes"
"PerthAirport",15.3,NA,13.6,"SW",69,"Yes",47,4,1009,"W","WSW",0.8,"Yes"
"Bendigo",14.2,NA,NA,"ESE",NA,NA,36,4,1021,"SE","SW",0.8,"Yes"
"Williamtown",8,19.2,0,NA,56,"No",47,0,1014.6,"WNW",NA,0,"No"
"Cobar",2.3,16.2,0,"ESE",24,"No",48,0,NA,"SSE","ESE",0,"No"
"Watsonia",12.1,20.8,2.2,"SSW",28,"Yes",80,7,1023.2,"SSW","ENE",1.4,"No"
"Melbourne",10.2,19.9,0,NA,NA,"No",62,7,1014.2,"SE","SSW",1.4,"No"
"SydneyAirport",10.3,20.7,0,"WSW",52,"No",44,NA,1010.4,"WNW","WSW",NA,"No"
"Nuriootpa",7.7,13,1.8,NA,59,"Yes",82,NA,1017.5,"WSW","WSW",NA,"No"
"MelbourneAirport",18.3,34.9,NA,"N",61,NA,47,3,1018,"N","N",0.6,"No"
"Bendigo",1.4,11.9,0,"SW",NA,"No",NA,7,1019,"SW","WSW",1.4,"No"
"Sale",13.6,28.8,0,"SSE",NA,"No",70,1,1017,"W","SSE",0.2,"No"
NA,19.9,26,0,"SSE",NA,NA,42,NA,1020.3,"SSE",NA,NA,"No"
"Perth",19.5,31.1,0,"SSW",37,"No",44,0,1018.2,NA,"WSW",0,"No"
"Richmond",17.4,22.1,0.2,"SE",31,"No",95,8,1029.3,"SSW","ENE",1.6,"No"
"Perth",13.2,27.4,0,"SSW",35,"No",66,0,1018,"S","SSW",0,"No"
"Watsonia",NA,25.7,0.6,"ENE",20,"No",65,7,1017.7,"SW","NE",1.4,"No"
"Woomera",14.6,24.1,0,NA,43,"No",NA,7,1016.5,"S",NA,1.4,"No"
"Moree",15.3,28.9,0,"NE",44,"No",58,1,1022.6,NA,"NNE",0.2,"No"
"PearceRAAF",11.8,25.1,0,NA,39,"No",32,0,1024.7,"NNE","NNW",0,"Yes"
"Woomera",4.6,16,0,"N",44,"No",81,NA,1021.5,"NNE","NNW",NA,"No"
"SydneyAirport",12,23.3,NA,"NW",35,NA,66,NA,1020.6,NA,"WNW",NA,"Yes"
"PearceRAAF",16.6,24.4,0.4,"SW",39,NA,65,8,1013.2,"SSW","SSW",1.6,"No"
"Woomera",26.2,44.9,0.8,"NNW",65,"No",40,5,NA,NA,NA,1,"Yes"
"Watsonia",11.3,18.5,NA,"SW",31,"No",97,2,1024.7,"W","SW",0.4,"No"
"Darwin",24,31.1,1,"N",30,"No",81,8,1007.8,"N",NA,1.6,"Yes"
"Bendigo",12.3,29.8,0,"NNW",33,"No",58,4,1008.1,"SE","NNW",0.8,"Yes"
"Townsville",NA,31.9,1.4,NA,33,"Yes",NA,7,1010.4,"N","ENE",1.4,"No"
"Watsonia",17.2,29.3,0,"E",30,NA,82,8,1015.3,"E","S",1.6,"Yes"
"PearceRAAF",6.2,19.9,1.4,"NNW",NA,"Yes",95,5,1022.6,"N","NW",1,"Yes"
"Mildura",5.6,19.2,0,"W",43,NA,66,2,1014.5,"S","WSW",0.4,"No"
"Ballarat",5.8,16.3,1.8,NA,54,"Yes",80,NA,1010.7,"SW","SW",NA,"Yes"
"Darwin",22.1,31.9,0,"ENE",50,"No",43,1,1016.5,NA,"NE",0.2,"No"
"SydneyAirport",20.1,26.6,0.4,"S",NA,"No",74,7,1018.6,"S","SE",1.4,"No"
"SydneyAirport",17,26.5,0,NA,48,"No",75,6,1016.5,"N","ENE",1.2,"No"
"Canberra",16.2,33.7,0,"N",NA,"No",79,1,1016.1,"E","NW",0.2,"No"
"Williamtown",10.2,25.5,NA,"ENE",35,"No",60,2,1022.4,NA,"E",0.4,"No"
"PearceRAAF",NA,18.9,0.6,"W",33,"No",74,3,1016.6,"N","WNW",0.6,"Yes"
"Sydney",22.8,29.3,0,NA,44,NA,64,3,1020.6,"E","NE",0.6,"No"
"SydneyAirport",16.2,19.6,0,"S",54,"No",63,1,NA,"SSW",NA,0.2,"No"
"Woomera",5.6,17.3,0,"SE",19,"No",80,1,1028.8,"SSW","SE",0.2,"No"
"Hobart",3.1,12.3,0,NA,26,"No",80,1,1030.6,NA,"NNW",0.2,"No"
"Sale",14.3,21.2,0.4,"ESE",33,"No",84,8,NA,"ESE","E",1.6,"Yes"
"SydneyAirport",13,24.9,0,"NW",56,"No",71,5,1012.7,"NW",NA,1,"No"
"AliceSprings",NA,25.3,1.8,"S",39,"Yes",53,6,1010.8,"SSE","SSE",1.2,"No"
"Melbourne",6.4,15.8,0,"N",39,"No",NA,1,1028.1,"NNE","N",0.2,"No"
"Brisbane",14.2,29,0,"NE",17,"No",64,0,1029.3,NA,"NE",0,"No"
"AliceSprings",12.1,27.4,0,"ESE",37,"No",40,5,NA,NA,"SE",1,"No"
"Albury",14.4,21.9,0,"SE",24,"No",NA,NA,1023.8,"W","SSE",NA,"Yes"
"Hobart",10.5,21.5,0,"NNW",31,"No",72,5,1017.9,"NW","NNW",1,"Yes"
"CoffsHarbour",14.2,21.1,12.8,"WSW",28,NA,91,7,1021,"WSW","SE",1.4,"Yes"
"Cairns",21.4,NA,NA,"ESE",35,"No",63,3,1016.8,"S",NA,0.6,"Yes"
NA,19.4,27.2,0,"SW",48,"No",67,7,1012.2,"S","SW",1.4,"No"
"PerthAirport",7.4,20.8,0,"SE",37,"No",55,7,1031.6,"S","S",1.4,"No"
"PerthAirport",21.1,34.3,NA,"SW",39,"No",20,1,1012.4,"NNW","WSW",0.2,"No"
NA,3.6,22.7,0,"NNE",46,"No",68,NA,1017.6,"NE","NNE",NA,"No"
"Melbourne",8.5,18.7,0.2,NA,26,"No",NA,1,1027.7,"NNE","W",0.2,"No"
"Richmond",9.8,16.5,11.4,"SSW",56,"Yes",98,8,1003.7,"W","S",1.6,"Yes"
"Ballarat",8.4,14,0,"WNW",35,"No",99,7,NA,"NNW","WNW",1.4,"Yes"
"Hobart",3.3,13.7,0.8,"SE",33,"No",63,2,NA,"NNW","SE",0.4,"No"
"Wollongong",19.1,24.5,NA,"SE",39,"No",62,1,1019.8,"SE","ESE",0.2,"No"
"Cobar",1.8,15.5,NA,"SSE",30,NA,49,0,1033.5,"SSE","SSE",0,"No"
"MelbourneAirport",NA,19.8,0,"S",48,"No",67,8,1013.6,"SSW","SSW",1.6,"No"
"MountGambier",13.7,28.7,0,"N",54,"No",32,NA,NA,"NNE","WNW",NA,"Yes"
"Hobart",7.4,13,3.2,"SSW",81,"Yes",97,NA,998.3,"SSE",NA,NA,"Yes"
"PearceRAAF",NA,24.5,0,"WNW",44,"No",61,8,1011.9,"WSW","WNW",1.6,"Yes"
"Sale",13.4,19.5,1.2,"S",31,"Yes",88,NA,1016.7,NA,"SE",NA,"Yes"
"Moree",20,31.6,0.4,"ESE",39,"No",69,7,NA,"E","ENE",1.4,"No"
"Cobar",12,NA,0.2,"W",NA,NA,NA,NA,1022.4,"WSW","W",NA,"No"
"Nuriootpa",14.6,27,NA,"W",50,"No",63,7,1012.6,"WSW","SW",1.4,"No"
"NorfolkIsland",17.3,24.5,0.2,"E",30,"No",63,1,1018.2,"E","ESE",0.2,"No"
NA,NA,10.6,0.4,"SSW",52,"No",58,6,1023.2,"SSW","SSE",1.2,"No"
"Mildura",6.8,19.5,0,"ENE",19,"No",81,3,1028.6,NA,"E",0.6,"No"
"Woomera",16.1,30.4,NA,"SSW",NA,NA,34,0,1023.7,"E","SE",0,"No"
NA,5.5,15.5,0.4,"SE",13,"No",NA,8,1031,"SSE","S",1.6,"No"
"Cobar",18.4,31.8,NA,"S",33,"No",25,0,1016.3,"S","SW",0,"No"
NA,7.8,13.4,4.2,NA,28,"Yes",95,7,1026.3,"SSW","SSW",1.4,"Yes"
"Nuriootpa",7.6,11.4,2.2,"WSW",54,"Yes",75,6,1022.8,"W","WNW",1.2,"Yes"
"CoffsHarbour",10.3,22.3,0,NA,50,"No",52,8,NA,"N","NNE",1.6,"Yes"
"Watsonia",2.6,17,NA,"SW",13,"No",100,7,1030.2,"NNE","SE",1.4,"No"
"Bendigo",6,10.2,0.2,"NW",35,"No",95,8,NA,"NW","NNW",1.6,"Yes"
NA,11.9,18.9,0,"WNW",NA,"No",55,NA,1020,"SW","W",NA,"No"
"Mildura",NA,15.7,0.4,"SSE",24,"No",98,NA,1018.2,"SSE","S",NA,"Yes"
NA,7.7,18.5,0,NA,NA,NA,75,6,NA,"SE",NA,1.2,"No"
"Perth",21.3,26.5,2.4,"WNW",35,"Yes",79,6,1010.9,"WNW","W",1.2,"No"
"Canberra",16.8,27,NA,"NW",NA,"No",81,8,1010.1,"NNE","NNE",1.6,"Yes"
"Albury",NA,16.2,0,"N",57,"No",100,NA,1021.4,"ESE","NE",NA,"Yes"
"Cobar",4.1,21,NA,"NNW",33,"No",54,0,1028.2,"NE","WNW",0,"No"
"Hobart",10.2,14.8,0,"NNW",61,"No",56,2,1024.1,"N",NA,0.4,"No"
"Hobart",10.8,19.7,13.4,"SSW",56,"Yes",88,7,1000.2,NA,NA,1.4,"Yes"
"Hobart",8.7,15.1,0.2,"NW",43,"No",NA,3,1025.4,"WNW","NNW",0.6,"No"
"Watsonia",5.6,19.8,NA,NA,31,"No",58,NA,1025.5,"SSE","S",NA,"No"
NA,17.6,32.8,0,"SE",43,"No",58,1,1018.8,"SSE","SSE",0.2,"No"
"Brisbane",11.4,NA,NA,"E",19,"No",72,7,1026.1,"SW","E",1.4,"No"
"Sale",15.8,20.2,NA,"E",31,"Yes",86,8,1010.1,NA,"ENE",1.6,"No"
"Sydney",8.8,19.9,NA,"W",33,"No",NA,1,1024.9,"W","WNW",0.2,"No"
"Cairns",17.6,28.8,0,"ENE",NA,"No",64,1,1016.4,"SSE","ENE",0.2,"No"
"MountGambier",5.9,12.4,7.6,NA,98,"Yes",78,7,1002.5,"NNW","W",1.4,"Yes"
"Townsville",18.7,29.7,0,"E",41,"No",66,1,NA,"NNW","ENE",0.2,"No"
NA,21.6,30.1,0,NA,46,"No",49,2,1019.4,NA,"ESE",0.4,"No"
"Darwin",24.6,NA,3.8,"WNW",NA,"Yes",74,7,1005.5,"WNW","W",1.4,"Yes"
"MountGambier",5.8,20.4,0,"NE",43,"No",73,1,1022.9,"N",NA,0.2,"No"
"Williamtown",NA,27.8,0.2,"SE",39,"No",94,8,1017.2,"WSW","ESE",1.6,"No"
"Watsonia",NA,13.7,3.4,NA,48,"Yes",74,5,NA,"NNW","NNW",1,"Yes"
"Hobart",8.5,14.8,0,"NW",35,"No",57,2,1017.6,"W","NW",0.4,"No"
"Woomera",20.2,35.3,0,"S",30,"No",NA,NA,1012.7,NA,"SSW",NA,"No"
NA,7.1,31.6,0,"N",39,"No",13,0,1020.2,"NNE",NA,0,"No"
"Wollongong",14.8,20.5,NA,"ENE",31,"No",63,8,1016.4,"SSE","ENE",1.6,"No"
"NorfolkIsland",22.4,25.9,NA,NA,44,"No",76,4,1019.4,"ESE","ESE",0.8,"Yes"
NA,15.6,NA,0,"S",31,"No",68,7,1020.9,NA,"SSE",1.4,"No"
"Katherine",21,36.1,0,"ESE",39,"No",52,0,1017.3,"E","SE",0,"No"
"Nuriootpa",NA,12.6,NA,"NW",67,NA,96,8,1011.9,NA,"WNW",1.6,"Yes"
"PerthAirport",NA,20.1,6.8,"W",28,NA,89,NA,1018.4,"NE","WSW",NA,"No"
"Melbourne",NA,20.1,0,"S",41,"No",45,7,1023,"SSE","S",1.4,"No"
"Woomera",28.1,43.1,0,"NNE",56,"No",14,0,1010.9,"NNE","NE",0,"No"
"Williamtown",10.4,19.2,14.2,"ESE",44,"Yes",64,7,1035.7,"E","E",1.4,"No"
"PerthAirport",3.9,20.1,0,"W",NA,"No",53,1,NA,NA,"SW",0.2,"No"
"PerthAirport",NA,29.5,0,"ENE",33,"No",46,0,1022.8,"ENE","SW",0,"No"
"Canberra",7.4,18.6,0,NA,NA,"No",70,1,1029.5,"E",NA,0.2,"No"
"Brisbane",9.7,22.9,0,"E",24,"No",73,1,1026.4,"SW","ESE",0.2,"No"
NA,5.8,NA,0,"ENE",22,"No",52,1,1027.9,"ESE","ESE",0.2,"No"
"Sale",9.1,13.7,NA,"S",28,"No",81,7,1014.7,"N","SSE",1.4,"No"
"Townsville",20,34,0,"N",NA,NA,57,0,1012.9,"NW","N",0,"No"
"WaggaWagga",9.8,20.5,5.6,"W",39,"Yes",62,1,1013.8,"WSW","WSW",0.2,"No"
"Nuriootpa",9.9,NA,NA,"W",57,"Yes",91,NA,1015.4,"W",NA,NA,"No"
"SydneyAirport",NA,17.9,0,"S",50,"No",NA,NA,NA,"WSW","SSW",NA,"No"
"Woomera",14.5,25.6,0,"WSW",44,NA,63,1,1014.6,"WSW","WSW",0.2,"No"
NA,11.9,19.5,0,NA,44,"No",NA,6,1022.2,"S","S",1.2,"No"
"Nuriootpa",10.9,18.6,3.6,"WNW",65,"Yes",83,7,1014.3,"WNW","W",1.4,"No"
"CoffsHarbour",13.3,28.5,0,"NW",69,"No",27,0,1005,"NNW","WNW",0,"No"
"Melbourne",10,NA,0.4,"S",20,"No",58,7,1035.9,"S","SW",1.4,"No"
"Nuriootpa",8.7,22.2,NA,"SE",52,"No",NA,1,1023.3,NA,"ESE",0.2,"No"
"Mildura",10.7,16,4.4,"WSW",NA,"Yes",83,1,1018,"W","WSW",0.2,"No"
"Moree",16.3,25.1,0,"NE",33,"No",63,6,1020.2,"NNE","NNW",1.2,"No"
"MelbourneAirport",12.1,21.1,1,"SSE",33,"No",NA,NA,1016,"SE","S",NA,"No"
"Mildura",16.1,32,0,"NE",37,"No",49,NA,1021.8,"NE",NA,NA,"No"
"NorfolkIsland",16.2,20.8,0,"SE",37,"No",NA,7,1021.8,"SE","SE",1.4,"No"
NA,11,15.9,2,"SW",33,"Yes",78,7,1032.3,"SW","SW",1.4,"Yes"
"AliceSprings",0.3,16.2,0,"ESE",44,"No",61,4,NA,"E","E",0.8,"No"
"Portland",7.9,14.3,4.8,"WSW",46,"Yes",NA,6,1023,"WSW","WSW",1.2,"Yes"
"SydneyAirport",NA,22,NA,"SE",30,NA,56,1,1027,"WNW","SE",0.2,"No"
"Moree",6.1,24.5,NA,"W",54,"No",39,0,NA,"WNW","WSW",0,"No"
"Sydney",18.2,25.2,0,"NE",50,"No",61,7,1012.4,"ESE","E",1.4,"No"
"AliceSprings",14.4,32.1,NA,"ESE",43,"No",25,1,1012.9,"ESE","ENE",0.2,"No"
"Nuriootpa",5.8,10.9,0,NA,28,"No",79,8,1033,"SW","WSW",1.6,"No"
"Ballarat",4.1,12.3,2,"SW",NA,"Yes",91,5,1023.1,"SW","WSW",1,"No"
"Canberra",12.5,25.3,1.6,"NW",NA,"Yes",65,3,NA,"NW","NNW",0.6,"No"
"Brisbane",12.4,NA,0.2,"SSE",19,NA,75,6,1030,"SSW","SE",1.2,"No"
NA,24.1,31.6,54.2,"N",19,"Yes",79,7,1009.5,"NE",NA,1.4,"No"
"PerthAirport",6.6,NA,2.2,"SSW",31,"Yes",80,1,1020.5,"NNE",NA,0.2,"No"
"SydneyAirport",16.9,21.5,43.2,NA,54,"Yes",91,8,1013.5,"SSE","SSW",1.6,"Yes"
"Albury",20.3,34.9,NA,NA,65,"No",38,2,997.8,NA,"WNW",0.4,"No"
"CoffsHarbour",14.9,22.8,NA,"SW",48,"Yes",50,1,1021.8,"SW","NNE",0.2,"No"
"Canberra",6.9,17.1,0,"NE",35,"No",69,2,1028.4,"E","E",0.4,"No"
"Cairns",NA,29.5,0,"SE",41,NA,74,1,1019.4,"SSE","SE",0.2,"No"
"Hobart",6.8,17.7,0.4,"NW",72,"No",68,1,998.9,"NNW","NNW",0.2,"Yes"
"Watsonia",17.5,22.4,10.6,"WNW",33,"Yes",100,7,NA,"NNE","SSW",1.4,"No"
"Watsonia",12.3,20.6,0,"SSW",43,"No",70,1,NA,"WSW","SW",0.2,"No"
"CoffsHarbour",9.1,23,0,"ESE",17,"No",70,NA,1022.1,"SW","NE",NA,"No"
"Darwin",22.4,32.8,0,"E",39,"No",55,7,1014.5,"E","SE",1.4,"No"
NA,3.8,12.5,0.2,"SSE",28,"No",91,7,1024.9,"ESE","SSW",1.4,"No"
"Melbourne",14.1,22.5,NA,"NNW",48,"No",43,7,1012,"N","W",1.4,"No"
"Ballarat",4.7,8.9,1.8,"SW",54,"Yes",98,7,1011,"W",NA,1.4,"Yes"
NA,10.5,20.1,0,"SE",39,"No",73,0,1025.6,"NW","SE",0,"Yes"
"Katherine",25.5,NA,6,"E",56,NA,73,5,1013.6,"WNW","W",1,"Yes"
NA,22.2,30.5,NA,"NE",41,"No",58,6,1008.9,"SE","ENE",1.2,"No"
"PerthAirport",15.7,32.1,0,NA,NA,"No",57,1,NA,"SSE","SSW",0.2,"No"
"Perth",12.4,25.8,0,"SE",46,"No",NA,2,1021.6,"ESE","ESE",0.4,"No"
"Perth",9.5,21.8,0,"NE",33,"No",54,4,1020.8,"NE","ENE",0.8,"No"
"Cairns",21.7,29.8,NA,"S",31,"No",77,NA,1015.1,NA,"ENE",NA,"No"
"Watsonia",10.3,17.2,0.2,"SSW",35,"No",76,7,NA,"SE","S",1.4,"No"
"Perth",7.4,22.1,0,"NE",31,"No",58,0,1015,"ENE","W",0,"No"
"Woomera",12.9,28.4,0,NA,30,"No",33,7,NA,"SE","E",1.4,"No"
"Williamtown",13.7,28.1,0,"NW",NA,"No",47,3,1014.2,"W","WNW",0.6,"No"
"Sydney",NA,21.6,NA,"WSW",44,"No",50,1,1016.1,"W","W",0.2,"No"
"Cairns",20.6,30.5,0,NA,35,"No",62,NA,1014.7,NA,"NNE",NA,"No"
"Wollongong",11.5,15.8,2.4,NA,30,"Yes",88,8,1032.3,"WSW","S",1.6,"Yes"
"NorfolkIsland",15.6,21.2,0,"NE",37,"No",NA,3,1019.6,"NE","NNE",0.6,"No"
"Cairns",22.8,29.8,0.4,NA,37,"No",74,3,1015.8,"SSE","SE",0.6,"No"
"PerthAirport",NA,NA,0,"WSW",31,"No",60,3,1021.7,NA,NA,0.6,"No"
"Cobar",6.5,17.5,0,"SSW",31,"No",57,1,1023.4,"S","SW",0.2,"No"
"MelbourneAirport",28.1,42.9,NA,"WNW",70,"No",22,7,1014.5,"N",NA,1.4,"No"
"Cairns",24.4,NA,0,"ESE",NA,"No",62,4,1013.9,"SSE","ESE",0.8,"Yes"
"Moree",8.7,15.9,10.8,"NW",37,"Yes",65,5,1016.3,"WNW","WNW",1,"No"
"Bendigo",8.4,13.1,1,"NE",41,"No",86,8,1016.7,"ENE",NA,1.6,"Yes"
"Cobar",20.2,38.3,0,"WSW",52,"No",16,0,1012.5,"SW",NA,0,"No"
"Mildura",8.4,17.1,4.6,NA,54,NA,92,7,1014.6,"SW","SSW",1.4,"No"
"Darwin",21.1,33.5,0,"NNW",31,"No",76,1,1017.5,"S","NNW",0.2,"No"
NA,7.3,23.1,0,"SSW",52,"No",54,7,1015.4,"N","SW",1.4,"Yes"
"Canberra",NA,26.8,0,"W",35,NA,69,8,1025.6,"SE","W",1.6,"No"
